ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE
2820;Ligetfalva;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;560.6
1384;Kozárd;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;478.3
669;Kazincbarcika;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;396.3
677;Markotabödöge;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;536.8
2410;Dunaszentmiklós;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;534.3
363;Balatonhenye;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;520.3
825;Klárafalva;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;440
839;Boldva;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;300.4
858;Baracska;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;445.9
2861;Drávacsehi;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;374.2
3170;Sándorfalva;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;477.1
1628;Mindszentgodisa;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;389.1
2051;Sárazsadány;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;393.3
1389;Vértesboglár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;542
3431;Remeteszőlős;Budakeszi;Pest;Pest;Közép-Magyarország;526.7
248;Zalacséb;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;575.8
2114;Apostag;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;481
2303;Nyáregyháza;Monori;Pest;Pest;Közép-Magyarország;495.3
2736;Segesd;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;362.7
442;Ács;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;448
899;Túrricse;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;368.1
957;Kerkaszentkirály;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;690.6
1473;Rakamaz;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;430.8
2662;Katafa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;629.4
2998;Magosliget;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;224.2
2277;Tiszabura;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;134.5
2278;Tiszaszentimre;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;418.5
1976;Kerkáskápolna;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;411.8
2601;Egerbocs;Egri;Heves;Észak-Magyarország;Alföld és Észak;396.7
2611;Sáp;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;290.2
2634;Ebergőc;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;520.5
1090;Garadna;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;332.4
690;Tengelic;Paksi;Tolna;Dél-Dunántúl;Dunántúl;446.9
3172;Felsőkelecsény;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;357.7
1650;Szaknyér;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;511.6
1654;Markaz;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;608.9
1655;Komlóska;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1,041.5
2062;Rinyaújlak;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;439.4
2065;Márok;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;510.8
2069;Döbörhegy;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;427.5
1496;Zebegény;Szobi;Pest;Pest;Közép-Magyarország;481.3
1653;Fűzvölgy;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;552.2
1762;Úrhida;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;563.5
1773;Igar;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;415.2
269;Sárkeszi;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;492.3
274;Fáj;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;141.2
2770;Tékes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;340.4
2778;Iharosberény;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;387.1
2793;Himesháza;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;516.9
378;Ócsárd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;451.7
381;Hévíz;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;574.4
422;Csörötnek;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;497.3
2878;Taktakenéz;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;227.4
2929;Marcalgergelyi;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;469.1
469;Vasvár;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;523.1
2477;Padár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;575.2
961;Pári;Tamási;Tolna;Dél-Dunántúl;Dunántúl;436.3
987;Chernelházadamonya;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;608.7
2280;Csömör;Gödöllői;Pest;Pest;Közép-Magyarország;507.1
2615;Gérce;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;460
2147;Felsőrajk;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;439.7
2307;Horváthertelend;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;470.6
2544;Benk;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;309.2
506;Györgytarló;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;233.3
508;Lovászpatona;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;457
3008;Szamostatárfalva;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;249.1
1638;Tótszentmárton;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;500.7
1640;Tótújfalu;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;515.8
1810;Battonya;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;347.1
2999;Zalaerdőd;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;432.1
2663;Pusztaszentlászló;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;481.6
626;Hosszúpályi;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;375.3
650;Átány;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;464.9
1114;Kisrákos;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;717
1140;Mecsekpölöske;Komlói;Baranya;Dél-Dunántúl;Dunántúl;514.7
436;Bogyoszló;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;557.1
811;Kórós;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;333.3
1036;Füzérradvány;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;373.6
2840;Gyöngyfa;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;243.9
2843;Kék;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;335.3
3221;Márkó;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;536.9
3387;Egeralja;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;572.1
3391;Tarjánpuszta;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;521
1037;Tornakápolna;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;583.3
1046;Kölesd;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;419.5
1168;Diósberény;Tamási;Tolna;Dél-Dunántúl;Dunántúl;463
297;Zalasárszeg;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;537.9
298;Egerfarmos;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;346.5
2217;Nagykutas;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;511.3
2381;Csempeszkopács;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;668.9
1893;Tarján;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;502.3
1895;Ozmánbük;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;532.6
509;Viss;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;280.8
511;Csongrád;Csongrádi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;479.3
623;Vadosfa;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;471.9
1019;Szarvasgede;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;479.8
1132;Mezőkeresztes;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;397.2
450;Szendehely;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;480.6
798;Bucsuta;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;356.1
2938;Örményes;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;396.1
351;Visznek;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;390
390;Mád;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;555.8
335;Nova;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;508.9
3056;Medina;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;452.1
3057;Gölle;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;462.9
2397;Büttös;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;316.5
1201;Becske;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;422.2
1205;Budakeszi;Budakeszi;Pest;Pest;Közép-Magyarország;435.9
1029;Gárdony;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;450.7
980;Szentkatalin;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;587.6
532;Herencsény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;422.6
767;Gyulaháza;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;398.1
1084;Nick;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;508.1
1192;Újtikos;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;462.7
666;Ete;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;502.6
671;Nádasd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;557.8
2901;Pusztaszabolcs;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;420.4
2906;Nagyberény;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;504
497;Ipolytölgyes;Szobi;Pest;Pest;Közép-Magyarország;394.1
539;Pusztaföldvár;Orosházi;Békés;Dél-Alföld;Alföld és Észak;378.2
545;Kenézlő;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;365.5
770;Szepetnek;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;469.7
850;Kishódos;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;375
853;Szany;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;511.4
1315;Cece;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;449.8
222;Martonfa;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;566.5
1269;Sződ;Váci;Pest;Pest;Közép-Magyarország;485.7
1270;Háromhuta;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;605.3
466;Mihályháza;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;500.7
480;Domony;Aszódi;Pest;Pest;Közép-Magyarország;476.2
591;Vácduka;Váci;Pest;Pest;Közép-Magyarország;485
830;Bócsa;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;654.1
299;Bátorliget;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;512.5
300;Szombathely;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;477.6
2554;Karancsberény;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;507.3
2720;Zalagyömörő;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;492.7
2060;Ikrény;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;518.8
2227;Bakóca;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;348.3
3405;Hunyadfalva;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;319
1732;Taliándörögd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;410.7
2749;Csöde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;549.3
2917;Nagytőke;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;460.9
3083;Hosszúhetény;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;492.4
2087;Szin;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;159.4
2584;Rigács;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;321.6
861;Szentliszló;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;440.2
971;Császló;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;321.7
910;Vácszentlászló;Gödöllői;Pest;Pest;Közép-Magyarország;485.4
2402;Bátor;Egri;Heves;Észak-Magyarország;Alföld és Észak;439
2576;Meggyeskovácsi;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;509
1576;Esztergályhorváti;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;423.7
1578;Tiszaörs;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;383.1
3432;Pálosvörösmart;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;596.6
3433;Csörög;Váci;Pest;Pest;Közép-Magyarország;459.6
1451;Kovácsszénája;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;430.8
1716;Tarnazsadány;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;239
3402;Tokodaltáró;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;403.5
3404;Pálmajor;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;250
2401;Diósd;Érdi;Pest;Pest;Közép-Magyarország;493.8
2563;Ibrány;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;411.4
2567;Hidvégardó;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;282.3
1331;Bicsérd;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;475.7
757;Zalabaksa;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;451.3
1143;Várpalota;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;437.2
1144;Kisrozvágy;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;331.6
1360;Túristvándi;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;275.3
1109;Nyírlövő;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;412.9
502;Bozsok;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;618.4
806;Gellénháza;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;547.3
808;Ináncs;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;355.2
1197;Bikács;Paksi;Tolna;Dél-Dunántúl;Dunántúl;461.7
1327;Szigethalom;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;472.3
672;Borjád;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;585.8
783;Derekegyház;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;445.3
778;Döbröce;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;587
886;Bátaszék;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;446
2835;Tiszaújváros;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;451.2
3050;Karos;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;313.7
932;Jágónak;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;389.9
410;Dusnok;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;448.9
373;Bárdudvarnok;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;474.5
376;Kiskinizs;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;286.5
377;Arnót;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;487.1
1876;Zalaköveskút;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;526.3
1879;Darnó;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;255
1880;Tornanádaska;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;szept.40
1554;Pénzesgyőr;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;512.5
817;Felsőberecki;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;487.2
2068;Okorág;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;316.5
1574;Egyek;Balmazújvárosi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;328.2
2750;Szágy;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;368.4
2754;Tiszaszentmárton;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;313.5
2579;Vitnyéd;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;507.2
2740;Egyházaskozár;Komlói;Baranya;Dél-Dunántúl;Dunántúl;419.8
1745;Kokad;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;368.4
928;Nagygeresd;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;523.1
946;Jánoshalma;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;411.8
1056;Bezi;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;543.6
308;Sajóhídvég;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;223.2
2897;Pusztamiske;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;340.4
2228;Ófehértó;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;373.7
228;Hejőkürt;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;474.7
1350;Csikvánd;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;429.8
1092;Maglód;Vecsési;Pest;Pest;Közép-Magyarország;487
913;Bag;Aszódi;Pest;Pest;Közép-Magyarország;435.3
1026;Hahót;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;501.1
1553;Kővágószőlős;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;469.1
2568;Cserénfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;469.8
2731;Törökszentmiklós;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;364.3
867;Öregcsertő;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;472.5
1253;Gyűrűs;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;480.5
464;Kám;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;592.6
1065;Fertőhomok;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;609.3
1187;Mezőhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;397.6
1112;Olcsva;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;425.8
1300;Gemzse;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;282.9
613;Csapi;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;633.1
616;Nemesapáti;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;499
849;Csenyéte;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;aug.33
1003;Liptód;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;485.7
1968;Újlengyel;Dabasi;Pest;Pest;Közép-Magyarország;1,906.6
2299;Eperjes;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;415.1
962;Tiszatenyő;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;334.7
555;Nemeshany;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;521.7
664;Jobaháza;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;526.9
258;Csesztreg;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;557
1618;Aszód;Aszódi;Pest;Pest;Közép-Magyarország;448.8
152;Somoskőújfalu;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;481.9
206;Gönyű;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;481
2315;Bakonykúti;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;582.2
2316;Bükkösd;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;434
2322;Alsóregmec;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;422.7
2369;Sárbogárd;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;452.7
2968;Zalatárnok;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;459.2
3132;Szabadkígyós;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;454.7
1480;Mersevát;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;566.9
1649;Egyházasharaszti;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;338.1
1786;Pusztaberki;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;547.9
1787;Lesencetomaj;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;427.5
3162;Kunsziget;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;515.5
3329;Hunya;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;451.9
1373;Zalavár;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;460.2
2302;Rudabánya;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;313.4
2325;Fábiánháza;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;321.8
1621;Tanakajd;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;575.6
1940;Bükkmogyorósd;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;385.2
3303;Zalameggyes;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;451.6
1461;Ebes;Hajdúszoboszlói;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;450.4
1985;Nemespátró;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;536.5
2154;Múcsony;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;410.5
2962;Vértestolna;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;519.7
3125;Pápateszér;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;446.8
3298;Bucsu;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;534.9
2824;Beregdaróc;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;301.3
2633;Abaújszolnok;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;jan.88
2795;Tilaj;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;552.6
1374;Kőkút;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;187.7
1377;Sáska;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;641.7
2466;Pötréte;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;460.7
2471;Szilvás;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;484.6
1365;Balassagyarmat;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;466.2
2487;Homokkomárom;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;398.5
257;Kenéz;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;566.8
1860;Szegerdő;Marcali;Somogy;Dél-Dunántúl;Dunántúl;280.2
1872;Kupa;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;289.3
2235;Boconád;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;484
2288;Kisbajcs;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;532
2016;Naszály;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;499.6
212;Csanádalberti;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;345.8
215;Muhi;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;527.2
1612;Borsodgeszt;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;455.3
2984;Felsőmarác;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;669.3
2799;Szemenye;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;547.2
1379;Polány;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;449.8
1380;Kömpöc;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;567.6
1463;Fonyód;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;555.1
1793;Fony;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;424.5
2133;Istvándi;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;142.3
2159;Csebény;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;536.2
3155;Nemesmedves;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;1,111.1
1232;Györköny;Paksi;Tolna;Dél-Dunántúl;Dunántúl;500.5
1260;Türje;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;449.7
1800;Szamosangyalos;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;308.8
1859;Vaja;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;342
1906;Árpádhalom;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;532.4
1994;Szalkszentmárton;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;481.1
2083;Orbányosfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;545.5
2129;Laskod;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;410.9
1180;Vindornyaszőlős;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;492.5
1209;Nyírtura;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;505.3
